event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-23T09:44:09.000Z,view,1002633,2053013555631882655,electronics.smartphone,apple,358.54,562428068,f5f37171-a856-498e-9ab9-a72a1a9e805b
2019-10-23T09:44:09.000Z,view,44700010,2104564977229628393,null,lux,56.63,547516336,ba8085b3-3e1e-4c04-a263-ba1e93b430f4
2019-10-23T09:44:09.000Z,view,1005115,2053013555631882655,electronics.smartphone,apple,992.05,563268183,1acbeee9-e7b3-4987-b920-2f4a9a7755a4
2019-10-23T09:44:09.000Z,view,28718721,2053013565639492569,apparel.shoes,respect,128.45,529255329,8dc38d0e-4422-4582-8f83-6c87bf102f12
2019-10-23T09:44:09.000Z,view,44700034,2104564977229628393,null,lux,61.78,517672620,7957d3a1-62ed-409e-859e-a74980b7896d
2019-10-23T09:44:09.000Z,view,1801960,2053013554415534427,electronics.video.tv,haier,347.47,534289844,462a7c13-09c3-41e9-81db-3bddef7f44fb
2019-10-23T09:44:09.000Z,view,12600004,2053013554751078769,appliances.kitchen.grill,tefal,386.03,515959338,f0a55d20-1c2c-4101-bda9-7a3a3e73989c
2019-10-23T09:44:09.000Z,view,1003973,2053013555631882655,electronics.smartphone,samsung,670.81,515953663,4f25ec23-fdc1-46b7-abc5-87276acbdb21
2019-10-23T09:44:09.000Z,view,1801904,2053013554415534427,electronics.video.tv,samsung,481.07,514421015,27633506-1220-43c6-8eb4-7f011e383770
2019-10-23T09:44:09.000Z,view,1307279,2053013558920217191,computers.notebook,lenovo,397.93,529538538,a0dd6edb-4fef-4459-bc22-bcf2f4ca2809
2019-10-23T09:44:09.000Z,view,8500088,2053013552259662037,null,hubert,534.12,516111318,a9d0f352-175c-4ac9-ae59-567ee51ce0fc
2019-10-23T09:44:09.000Z,view,1004720,2053013555631882655,electronics.smartphone,huawei,126.13,551197807,e3b6f163-a6ef-49f9-ab39-5c8975d065eb
2019-10-23T09:44:09.000Z,view,1004750,2053013555631882655,electronics.smartphone,samsung,195.47,514451657,9e9cb944-dd81-4b3b-9bd5-55fd33bb1431
2019-10-23T09:44:09.000Z,view,11500278,2053013554625249641,null,jbl,95.1,515370600,8d2774a6-6eab-4596-b3b3-0b0646f88661
2019-10-23T09:44:09.000Z,view,1801551,2053013554415534427,electronics.video.tv,haier,463.31,545933789,69250bed-47be-477a-8654-275c10f688bc
2019-10-23T09:44:09.000Z,view,5801701,2053013553945772349,electronics.audio.subwoofer,fli,141.57,538657558,b9db9ff7-a270-41f4-a08e-8964efc6b0ce
2019-10-23T09:44:09.000Z,view,1802074,2053013554415534427,electronics.video.tv,philips,656.36,519522609,8db95b7e-f256-4e02-a6df-e4caca3ce150
2019-10-23T09:44:10.000Z,view,19500096,2053013558668558935,null,smashbox,80.76,515138300,dd9fc0cf-edbb-47e4-b378-c1cf752c4ae9
2019-10-23T09:44:10.000Z,view,1004837,2053013555631882655,electronics.smartphone,xiaomi,334.6,547395082,9304e43f-377f-489e-a8e0-dd5cbc29f42c
2019-10-23T09:44:10.000Z,view,1005239,2053013555631882655,electronics.smartphone,xiaomi,257.15,563268064,c2897b3e-aea6-4b42-8910-e8cbfa526edb
2019-10-23T09:44:10.000Z,view,45600199,2116907524572577889,apparel.shoes,shagovita,71.03,535395900,cded661e-4db5-4236-803c-415c1b78b67a
2019-10-23T09:44:10.000Z,view,9001450,2053013553140465927,kids.toys,null,33.72,561558635,4608efec-89d5-4c46-a675-c358fce1574a
2019-10-23T09:44:10.000Z,view,4700392,2053013560899928785,auto.accessories.videoregister,sho-me,179.93,545346471,75d0b8a5-56ab-4097-971c-17e83568bfda
2019-10-23T09:44:10.000Z,view,54900010,2146660887203676486,apparel.costume,null,64.35,535921881,440cb49a-72c9-4207-9d1d-b1984045072e
2019-10-23T09:44:10.000Z,view,1004209,2053013555631882655,electronics.smartphone,samsung,88.79,527893725,128ad775-f2a7-4c1a-9c5b-0996f88c860d
2019-10-23T09:44:10.000Z,view,27700024,2053013560086233771,construction.tools.pump,null,22.37,518884516,fe060e0c-b2e1-41b0-9c23-83a4f357bf5e
2019-10-23T09:44:10.000Z,view,12704579,2053013553559896355,null,nokian,63.32,548820945,a45f1d36-b8cc-46ee-8b2f-318fe81b5576
2019-10-23T09:44:10.000Z,view,15100072,2053013557024391671,null,imperial,669.23,559661919,b78dc18f-142b-49b2-974c-79f7aa25c910
2019-10-23T09:44:10.000Z,view,43900090,2127425440925614628,null,null,59.18,517941057,49d9f0c7-e877-46a4-9ee6-7017a410a1fb
2019-10-23T09:44:10.000Z,view,10900305,2053013555069845885,appliances.kitchen.mixer,elenberg,25.71,543732551,80d1b681-d3c3-4a9a-97b9-5ab18c092790
2019-10-23T09:44:10.000Z,view,17200559,2053013559792632471,furniture.living_room.sofa,null,591.78,516755827,e403f9b6-4b41-4fa0-b0c9-aff56ea60a8a
2019-10-23T09:44:10.000Z,view,21900046,2053013558802776671,null,null,11.3,561651843,89b88336-c4b7-4475-b108-4b3865672dc1
2019-10-23T09:44:10.000Z,view,28704627,2053013565127787455,apparel.shoes,etor,100.39,546703741,b473647e-a9c6-4271-af07-1e9b9965ad3a
2019-10-23T09:44:10.000Z,view,2800424,2053013563835941749,appliances.kitchen.refrigerators,haier,231.38,529004345,eceb31fc-d6fd-4d1a-b3ab-931c626bd669
2019-10-23T09:44:10.000Z,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,189.97,550680813,a80e397b-c947-4b42-ab59-fc3bcd738531
2019-10-23T09:44:10.000Z,view,6200927,2053013552293216471,appliances.environment.air_heater,null,57.38,513181462,4817fefe-c51b-4a6b-b09f-758d216236ce
2019-10-23T09:44:10.000Z,view,54900004,2146660887203676486,apparel.costume,null,77.22,522424912,499a39cf-6e65-4ef1-abb4-adada36d621a
2019-10-23T09:44:10.000Z,view,1004870,2053013555631882655,electronics.smartphone,samsung,283.23,541783684,79d6d772-6b8a-486c-8e63-2c9e68e2b1bf
2019-10-23T09:44:10.000Z,view,8000319,2053013556579795419,null,null,53.77,529494957,bbe5c84a-2d83-4a20-88bd-36ab79462772
2019-10-23T09:44:10.000Z,view,53300006,2141355068383822734,null,perilla,25.71,514532635,2790257d-74c6-492c-8db2-5a8e34d0f4bb
2019-10-23T09:44:10.000Z,view,42200155,2095518917320508073,null,geitaran,135.14,553706024,b7fe1013-b54c-49dc-b73a-e67b7444051c
2019-10-23T09:44:10.000Z,view,45600217,2116907524572577889,apparel.shoes,shagovita,61.76,515864809,d1058d51-c8b8-4af9-af0a-1170a4cdd0d7
2019-10-23T09:44:10.000Z,view,4100126,2053013561218695907,null,sony,331.54,553752778,d0949c6c-a4f9-48a0-9b1e-63a2189ffbc5
2019-10-23T09:44:10.000Z,view,27400002,2053013563391345499,null,oral-b,79.77,520414790,41b408c2-2106-4e5e-b265-57f408b8d349
2019-10-23T09:44:11.000Z,view,1005239,2053013555631882655,electronics.smartphone,xiaomi,257.15,563271251,6c20968f-aba0-4674-ac4e-6164224ec6ad
2019-10-23T09:44:11.000Z,view,4804581,2053013554658804075,electronics.audio.headphone,xiaomi,37.77,563267379,b26bcb9d-1201-4a5b-855a-eccd88122e0b
2019-10-23T09:44:11.000Z,view,12709557,2053013553559896355,null,viatti,40.03,563261642,91f34cf9-d153-4b78-a87e-f330b15dd891
2019-10-23T09:44:11.000Z,view,1002540,2053013555631882655,electronics.smartphone,apple,462.05,554096393,117dd2a7-7b46-43db-a67a-a59e9d03abf3
2019-10-23T09:44:11.000Z,view,1801940,2053013554415534427,electronics.video.tv,haier,231.64,519166645,59a8044b-6275-45e1-97eb-77744b133491
2019-10-23T09:44:11.000Z,view,17800270,2053013559868129947,computers.desktop,zeta,50.81,553723646,8cb53553-51a6-47a5-8368-06ec08e28a8b
2019-10-23T09:44:11.000Z,view,8500122,2053013552259662037,null,null,181.5,541598970,bb58f974-e55a-43aa-be66-b8a302321c6a
2019-10-23T09:44:11.000Z,view,12500840,2053013556277805513,null,bosch,271.28,513097956,37e7d7d1-0c33-49a0-8e8c-bb9ab8f40967
2019-10-23T09:44:11.000Z,view,26200594,2053013563693335403,null,null,226.78,513979570,4d8d948b-1d61-433c-9209-2903f7e1f9dc
2019-10-23T09:44:11.000Z,view,12703494,2053013553559896355,null,cordiant,41.19,515154574,cd47f1d3-b2c8-44f4-8cde-329793a3f32f
2019-10-23T09:44:11.000Z,view,26203339,2053013563693335403,null,sokolov,295.25,513379295,a1af7719-cadb-4a33-b537-9664384e48b4
2019-10-23T09:44:12.000Z,view,11500485,2053013554625249641,null,sony,115.32,563271658,deeb8424-785c-45ae-bc56-e9be61533dea
2019-10-23T09:44:12.000Z,view,1005105,2053013555631882655,electronics.smartphone,apple,1397.09,563271057,324428b0-948e-479d-a69b-52b02ff3c497
2019-10-23T09:44:12.000Z,view,15100122,2053013557024391671,null,null,1747.77,533440387,ebb008a6-e143-4d00-ba16-a35a2ecd815b
2019-10-23T09:44:12.000Z,view,28720409,2053013565782098913,apparel.shoes,null,104.76,526596251,81a7f495-aff3-4730-be40-88ff7a1634e3
2019-10-23T09:44:12.000Z,view,28719146,2053013565782098913,apparel.shoes,null,136.17,512888511,b1081b84-bd66-4525-a5f9-37f5e3c4c151
2019-10-23T09:44:12.000Z,view,22700062,2053013556168753601,null,aeroforce,217.51,537272023,17319bf9-129e-4778-884d-845cd0adc8c2
2019-10-23T09:44:12.000Z,view,43900051,2127425440925614628,null,bosch,48.75,545539672,f9abd180-7388-4e4f-878e-c27d48821dac
2019-10-23T09:44:12.000Z,view,30000059,2127425436764865054,construction.tools.welding,null,201.01,515132146,76b2e339-02ae-4e88-9c26-725a50d53c3c
2019-10-23T09:44:12.000Z,view,5500174,2053013563139687243,null,braun,164.71,554858659,5330a19d-c3d0-4b47-8fd1-f5229c8a8804
2019-10-23T09:44:12.000Z,view,37900161,2152167773222993940,null,merelani,109.66,513477468,19f3707a-c8d2-443a-ba61-8ee40aedb160
2019-10-23T09:44:12.000Z,purchase,1003304,2053013555631882655,electronics.smartphone,apple,575.18,547763292,302ee8f4-241a-4384-aaca-3e33141b1425
2019-10-23T09:44:12.000Z,view,15100100,2053013557024391671,null,null,437.33,536141489,90399c91-ccb2-4f2d-bbb8-72eb0b8c9c87
2019-10-23T09:44:12.000Z,view,1480281,2053013561092866779,computers.desktop,hp,1862.85,521383747,c13aba8b-d113-4d64-9406-97b3cd35dd14
2019-10-23T09:44:12.000Z,view,4000169,2053013566142809077,construction.tools.generator,tefal,90.07,559992228,290ab22b-f920-4ee2-a9af-b5e0cf867b01
2019-10-23T09:44:12.000Z,view,17300017,2053013553853497655,null,null,44.32,514018346,c008b7b8-b99d-491d-99bc-6b054c4832bc
2019-10-23T09:44:12.000Z,view,41100027,2090228413959766319,null,null,0,522456166,5a7bb60e-d0a0-44bf-a5bc-e7db59107123
2019-10-23T09:44:12.000Z,view,16700751,2053013559901684381,furniture.kitchen.chair,aero,149.3,520047342,2081bb2a-b2e8-4175-8cfb-c59c089624cb
2019-10-23T09:44:12.000Z,view,1005115,2053013555631882655,electronics.smartphone,apple,992.05,529852881,f1f2832d-8a1a-45a7-8e39-82e70bce36ad
2019-10-23T09:44:13.000Z,view,3100722,2053013555262783879,appliances.kitchen.blender,braun,79.54,531984693,4afa4955-6037-479a-821a-9ee7970f96a2
2019-10-23T09:44:13.000Z,view,2601279,2053013563970159485,null,beko,328.13,563268614,41229e92-b86f-48da-8865-1ed42ae59286
2019-10-23T09:44:13.000Z,cart,1004833,2053013555631882655,electronics.smartphone,samsung,170.79,563270170,3d1bb512-2e69-4b4d-a817-4bcab5df53aa
2019-10-23T09:44:13.000Z,view,26204312,2053013563693335403,null,null,105.79,513649315,177f4cfd-f675-4500-8f9a-fc62e70edcf5
2019-10-23T09:44:13.000Z,view,26201166,2053013563693335403,null,lucente,76.45,537707732,1e35e1dd-8c0c-45e1-a1e3-a790842c3a68
2019-10-23T09:44:13.000Z,view,1004767,2053013555631882655,electronics.smartphone,samsung,246.52,563271157,cf0fea04-8357-4397-97b1-3e72203f62e9
2019-10-23T09:44:13.000Z,view,13201010,2053013557192163841,furniture.bedroom.bed,null,415.17,530827825,4bc3bc51-30c9-4242-a16d-dc9b280bc51a
2019-10-23T09:44:13.000Z,view,2700598,2053013563911439225,appliances.kitchen.refrigerators,indesit,333.46,538150089,5efd3fb8-a34e-4e88-aaf2-5279ab72bd25
2019-10-23T09:44:13.000Z,view,1004767,2053013555631882655,electronics.smartphone,samsung,246.52,542304209,25dfe451-0d6b-4b91-a328-649935bdf674
2019-10-23T09:44:13.000Z,view,1005159,2053013555631882655,electronics.smartphone,xiaomi,222.13,513239430,01084031-3e32-4430-91f5-fdbe96d4126d
2019-10-23T09:44:13.000Z,view,1004863,2053013555631882655,electronics.smartphone,samsung,170.6,563186292,a200fcd6-6a52-4b56-8266-c07bfc9fcb11
2019-10-23T09:44:13.000Z,view,5700788,2053013553970938175,auto.accessories.player,kenwood,85.96,522935263,c93949ae-9d3f-40ee-a636-a48797d0def1
2019-10-23T09:44:13.000Z,view,28709619,2053013565824041955,apparel.shoes.sandals,rieker,31.92,529585171,d4684e43-9dd2-436f-9d2a-5e504de6ddf7
2019-10-23T09:44:13.000Z,view,33000284,2055909009252155819,null,ikea,1.78,540207491,afdf3295-1901-423d-9c33-2b34c5d27a8d
2019-10-23T09:44:13.000Z,view,1005163,2053013555631882655,electronics.smartphone,xiaomi,291.11,560789899,6c18d6aa-8a4d-443c-9ed6-0920de50e5ba
2019-10-23T09:44:13.000Z,view,4100131,2053013561218695907,null,sony,362.43,514668202,b7b728b7-087d-4f18-abf4-2169157c1234
2019-10-23T09:44:13.000Z,view,1005113,2053013555631882655,electronics.smartphone,apple,1091.1,555561121,4ba69af6-89ea-4a7f-a224-95131539ef55
2019-10-23T09:44:13.000Z,view,2601793,2053013563970159485,null,artel,137.46,524029929,e4e199d3-8515-4747-afc5-2037089951a3
2019-10-23T09:44:13.000Z,view,12710967,2053013553559896355,null,yokohama,92.92,552778359,0a0ee353-28ef-4799-aa44-8c9f27ce0ee9
2019-10-23T09:44:13.000Z,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,246.52,558005196,7f687f93-04b9-4b61-b776-d4b6f0f95a36
2019-10-23T09:44:13.000Z,view,3601405,2053013563810775923,appliances.kitchen.washer,beko,180.16,535263224,0878071c-920a-4484-95cf-150bed982d8a
2019-10-23T09:44:13.000Z,view,15400016,2070005009256284935,null,bestway,253.93,513593367,0c4e0ad9-a07c-42ba-b149-760a5122df9b
2019-10-23T09:44:14.000Z,cart,1004750,2053013555631882655,electronics.smartphone,samsung,195.47,514451657,9e9cb944-dd81-4b3b-9bd5-55fd33bb1431
2019-10-23T09:44:14.000Z,view,17800089,2053013559868129947,computers.desktop,zeta,59.6,553723646,8cb53553-51a6-47a5-8368-06ec08e28a8b
2019-10-23T09:44:14.000Z,view,1004719,2053013555631882655,electronics.smartphone,haier,77.2,536370269,8e23cab5-ecd0-4a6b-87cd-1084c0648753
2019-10-23T09:44:14.000Z,view,26400191,2053013563651392361,null,null,148.27,543092342,06434b5f-d8cc-4c03-8291-4e2355c2b12f
2019-10-23T09:44:14.000Z,view,12703005,2053013553559896355,null,cordiant,45.05,560678226,54d0d42c-3fe4-4012-9657-b2508cb8bcbc
2019-10-23T09:44:14.000Z,view,10800001,2053013554994348409,null,maxwell,32.92,515862940,655bae92-a213-4e61-8f66-bd30fc964c97
2019-10-23T09:44:14.000Z,view,3600986,2053013563810775923,appliances.kitchen.washer,atlantic,95.21,549227222,c0e6d999-8914-4d6c-b582-e1d48670e294
2019-10-23T09:44:14.000Z,view,1004910,2053013555631882655,electronics.smartphone,sony,1029.32,515558410,e3a207ed-12a3-4721-b066-4f23ef4e5d1f
2019-10-23T09:44:14.000Z,view,1801883,2053013554415534427,electronics.video.tv,philips,257.38,512781547,c61be10a-83b8-45e7-911b-5d5afcdc0be1
2019-10-23T09:44:14.000Z,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,138.48,540753625,f22c4cda-f586-4c99-bde3-6a9de0a0ee56
2019-10-23T09:44:14.000Z,view,30901054,2053013554004492609,computers.components.cooler,thermaltake,181.21,531285916,49f12254-f661-42d5-86bf-3181f2562e34
2019-10-23T09:44:14.000Z,purchase,17302702,2053013553853497655,null,montale,20.59,537890629,a524eabe-82e6-43b9-9b9d-d2904da0fc3a
2019-10-23T09:44:14.000Z,purchase,4501309,2053013563877884791,appliances.kitchen.hob,bosch,226.03,519332877,c0b74b40-012c-4e47-bea4-69a8187a6aab
2019-10-23T09:44:14.000Z,view,4400168,2053013555095011711,appliances.kitchen.coffee_machine,vitek,28.24,512641188,81a7e462-23eb-4df2-be35-7623dae4c69a
2019-10-23T09:44:14.000Z,view,4000170,2053013566142809077,construction.tools.generator,tefal,154.42,547708988,aac7362c-4e83-35bc-210d-1a95c19d102e
2019-10-23T09:44:14.000Z,view,1003879,2053013555631882655,electronics.smartphone,huawei,540.27,537106535,4b492a1d-939a-4677-abda-f11311354f38
2019-10-23T09:44:14.000Z,view,3100722,2053013555262783879,appliances.kitchen.blender,braun,79.54,519864781,17b84c56-bed2-46f6-b408-9322bd7dc56e
2019-10-23T09:44:14.000Z,view,6200858,2053013552293216471,appliances.environment.air_heater,polaris,46.33,513785849,bce9b444-8655-4665-828d-7acc79aec6f4
2019-10-23T09:44:14.000Z,view,28718444,2053013565069067197,apparel.shoes.keds,strobbs,51.22,513045872,689af2bd-c40e-45c6-b8c5-14b95d70ef98
2019-10-23T09:44:14.000Z,view,1801940,2053013554415534427,electronics.video.tv,haier,231.64,541872125,3576440a-87d6-4774-aa60-eb60ef78d393
2019-10-23T09:44:14.000Z,view,2600446,2053013563970159485,null,gefest,68.08,546528802,81e58683-56bb-4fef-99c1-474ae144f293
2019-10-23T09:44:14.000Z,view,6000089,2053013560807654091,auto.accessories.alarm,starline,207.73,559811612,e7cd8071-c56f-44d6-8bc1-e7c8f3fe75d6
2019-10-23T09:44:14.000Z,view,1002633,2053013555631882655,electronics.smartphone,apple,358.54,532593563,74ae5251-dd28-4fa7-86cf-23e80f1636a6
2019-10-23T09:44:14.000Z,view,2402853,2053013563743667055,appliances.kitchen.hood,oasis,56.37,516731283,3b042548-fa9e-46a6-a9c2-2f7fce93f7ef
2019-10-23T09:44:14.000Z,view,28719196,2053013565639492569,apparel.shoes,salamander,146.46,549570836,5815a377-d230-4cdf-bf51-5205e09716dc
2019-10-23T09:44:15.000Z,view,19600495,2053013558836331105,null,ecolab,3.22,518375035,8fbae4b0-cb9d-4d06-86fb-4a7ae1cb7f94
2019-10-23T09:44:15.000Z,view,12100536,2053013555816432043,kids.skates,globber,159.33,521672920,e41d890a-0d6d-4495-9939-6f60cff80198
2019-10-23T09:44:15.000Z,view,1005003,2053013555631882655,electronics.smartphone,huawei,246.23,563269072,004e48dd-df3d-41d7-bc45-6a863915861c
2019-10-23T09:44:15.000Z,view,1004776,2053013555631882655,electronics.smartphone,xiaomi,183.53,538428282,271b23b3-af53-43d0-887a-f89c9b07b07b
2019-10-23T09:44:15.000Z,view,12719390,2053013553559896355,null,roadx,328.89,539337019,3835d711-5863-4a90-978b-b604eee0b3bd
2019-10-23T09:44:15.000Z,view,4100346,2053013561218695907,null,sony,394.3,512586032,70a7b329-dbff-4b4d-847e-940e75ee4ff7
2019-10-23T09:44:15.000Z,view,1002524,2053013555631882655,electronics.smartphone,apple,531.67,555350919,3ac08ecf-dc86-6afd-e387-5adb52df144c
2019-10-23T09:44:15.000Z,view,1004226,2053013555631882655,electronics.smartphone,apple,999.77,563266930,6b706af6-1084-4a5b-9f0e-8a1e2381a2f1
2019-10-23T09:44:15.000Z,view,3700851,2053013565983425517,appliances.environment.vacuum,vitek,60.05,512389424,3185ec9d-e18f-4ec2-8cef-a527538b4476
2019-10-23T09:44:15.000Z,view,9800092,2053013554071601477,null,deepcool,64.09,546807160,0af5c76d-d008-4f45-89ca-042db5985e27
2019-10-23T09:44:15.000Z,view,8800891,2053013555573162395,electronics.telephone,bq,15.42,543937608,702463c6-2cab-4c08-a0dd-cdfd14acdff7
2019-10-23T09:44:15.000Z,view,1307457,2053013558920217191,computers.notebook,lenovo,872.35,532561846,d2a62c6a-8529-4692-b562-f815296b5c34
