event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,cumulative_events
2019-10-13T14:26:21.000Z,view,6501011,2.05301E+18,computers.components.motherboard,asrock,73.36,200673532,7b9c574c-6c0e-4dc8-a993-e3ff0f750d21,4
2019-10-09T10:30:19.000Z,view,17301541,2.05301E+18,null,null,162.17,205053188,e1eadbc6-aef5-4cff-bb1f-07d2b983a26e,1
2019-10-09T10:30:44.000Z,view,17301541,2.05301E+18,null,null,162.17,205053188,e1eadbc6-aef5-4cff-bb1f-07d2b983a26e,2
2019-10-04T05:49:14.000Z,view,16200119,2.05301E+18,kids.fmcg.diapers,moony,18.47,208669541,610cbaff-9d41-4fa9-a94a-ccb9cc1f30a4,1
2019-10-04T05:49:46.000Z,view,26000270,2.05301E+18,null,null,8.75,208669541,610cbaff-9d41-4fa9-a94a-ccb9cc1f30a4,2
2019-10-20T18:29:45.000Z,view,44500029,2.14436E+18,null,omabelle,1686.02,209714031,66fa8374-6a88-4428-b4a4-a51024167672,1
2019-10-20T18:30:08.000Z,view,52000065,2.1377E+18,null,null,75.16,209714031,66fa8374-6a88-4428-b4a4-a51024167672,2
2019-10-24T18:18:25.000Z,view,44500029,2.14436E+18,null,omabelle,1686.02,209714031,22774e4a-7593-47ab-bc52-4b72461b3494,3
2019-10-24T18:27:59.000Z,view,26900028,2.05301E+18,sport.trainer,housefit,398.98,209714031,22774e4a-7593-47ab-bc52-4b72461b3494,4
2019-10-24T18:29:31.000Z,view,26900028,2.05301E+18,sport.trainer,housefit,398.98,209714031,22774e4a-7593-47ab-bc52-4b72461b3494,5
2019-10-25T06:59:08.000Z,view,26900028,2.05301E+18,sport.trainer,housefit,398.98,209714031,ba0156dc-48cc-4167-8737-72b90a7411c9,6
2019-10-29T19:39:37.000Z,view,8700414,2.05301E+18,appliances.personal.hair_cutter,babyliss,61.75,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,7
2019-10-29T19:41:10.000Z,view,8700583,2.05301E+18,appliances.personal.hair_cutter,braun,97.79,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,8
2019-10-29T19:42:34.000Z,view,8700258,2.05301E+18,appliances.personal.hair_cutter,remington,16.73,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,9
2019-10-29T19:42:57.000Z,view,8700249,2.05301E+18,appliances.personal.hair_cutter,galaxy,13.61,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,10
2019-10-29T19:45:06.000Z,view,5500108,2.05301E+18,null,panasonic,35.78,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,11
2019-10-29T19:45:44.000Z,view,5500108,2.05301E+18,null,panasonic,35.78,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,12
2019-10-29T19:46:11.000Z,view,5500032,2.05301E+18,null,panasonic,47.54,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,13
2019-10-29T19:47:45.000Z,view,5500032,2.05301E+18,null,panasonic,47.54,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,14
2019-10-29T19:48:39.000Z,view,5500007,2.05301E+18,null,panasonic,51.22,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,15
2019-10-29T19:49:54.000Z,view,5500007,2.05301E+18,null,panasonic,51.22,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,16
2019-10-29T19:50:36.000Z,view,5500097,2.05301E+18,null,philips,92.64,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,17
2019-10-29T19:51:15.000Z,view,5500107,2.05301E+18,null,braun,123.53,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,18
2019-10-29T19:54:24.000Z,view,5500107,2.05301E+18,null,braun,123.53,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,19
2019-10-29T19:55:50.000Z,view,5500268,2.05301E+18,null,panasonic,59.18,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,20
2019-10-29T19:56:17.000Z,view,5500007,2.05301E+18,null,panasonic,51.22,209714031,a38e7efc-369b-4f99-a689-70e53c12bc48,21
2019-10-30T05:45:56.000Z,view,5500007,2.05301E+18,null,panasonic,51.22,209714031,062663f3-074e-4901-b315-b1e462654264,22
2019-10-18T02:16:21.000Z,view,7101227,2.05301E+18,furniture.bedroom.bed,null,151.84,210507313,2d1491a8-e0f5-4f53-bb4f-2ac4d46daf0b,1
2019-10-18T02:18:28.000Z,view,7101160,2.05301E+18,furniture.bedroom.bed,polini,231.64,210507313,2d1491a8-e0f5-4f53-bb4f-2ac4d46daf0b,2
2019-10-07T19:09:39.000Z,view,7003373,2.05301E+18,kids.carriage,bugaboo,818.48,216064734,fcc95c0c-9fcc-4165-a602-2f7a62537658,1
2019-10-07T19:09:50.000Z,view,7003373,2.05301E+18,kids.carriage,bugaboo,818.48,216064734,fcc95c0c-9fcc-4165-a602-2f7a62537658,2
2019-10-07T19:12:10.000Z,view,5301323,2.05301E+18,null,dyson,507.07,216064734,fcc95c0c-9fcc-4165-a602-2f7a62537658,3
2019-10-07T19:13:01.000Z,view,5301323,2.05301E+18,null,dyson,507.07,216064734,fcc95c0c-9fcc-4165-a602-2f7a62537658,4
2019-10-08T02:01:53.000Z,view,7003373,2.05301E+18,kids.carriage,bugaboo,818.48,216064734,90fd3e2c-dede-aa7e-4c6e-165bb2aa37b5,5
2019-10-31T12:01:27.000Z,view,10301123,2.05301E+18,null,bruder,77.2,216769127,840c30aa-fbae-439e-a481-47f99c49baf0,1
2019-10-16T02:55:42.000Z,view,13300001,2.05301E+18,null,vegas,126.64,219406386,6b5726ee-ddd3-463e-9a4f-7fbbfdfa6c44,1
2019-10-16T03:06:38.000Z,view,13200176,2.05301E+18,furniture.bedroom.bed,null,192.54,219406386,6b5726ee-ddd3-463e-9a4f-7fbbfdfa6c44,2
2019-10-16T03:08:37.000Z,view,13200918,2.05301E+18,furniture.bedroom.bed,null,823.7,219406386,6b5726ee-ddd3-463e-9a4f-7fbbfdfa6c44,3
2019-10-16T03:09:07.000Z,view,13200221,2.05301E+18,furniture.bedroom.bed,vegas,810.32,219406386,6b5726ee-ddd3-463e-9a4f-7fbbfdfa6c44,4
2019-10-16T03:10:47.000Z,view,13200475,2.05301E+18,furniture.bedroom.bed,permanence,864.86,219406386,6b5726ee-ddd3-463e-9a4f-7fbbfdfa6c44,5
2019-10-21T03:32:32.000Z,view,9001886,2.05301E+18,kids.toys,orange,15.19,221480173,fdb19352-c071-4bf6-b77a-ac627d67b7f1,1
2019-10-07T06:23:01.000Z,view,16200119,2.05301E+18,kids.fmcg.diapers,moony,18.47,222907508,cb653adc-46a2-4d90-9e34-5bdfb2be30ce,1
2019-10-07T06:26:23.000Z,view,16200162,2.05301E+18,kids.fmcg.diapers,moony,18.47,222907508,cb653adc-46a2-4d90-9e34-5bdfb2be30ce,2
2019-10-26T04:14:55.000Z,view,8800028,2.05301E+18,electronics.telephone,texet,43.5,224520397,6085aeb3-b29b-479b-a9c1-5558b2d2613c,1
2019-10-08T18:57:29.000Z,view,17302825,2.05301E+18,null,null,69.65,226242984,1cc09901-d24a-487d-9f2a-ac5f6cc7f88e,1
2019-10-22T12:53:23.000Z,view,1005135,2.05301E+18,electronics.smartphone,apple,1728.73,226242984,110f1532-e50b-4dac-8e12-41fc4722b685,2
2019-10-25T07:05:56.000Z,view,1802045,2.05301E+18,electronics.video.tv,lg,1942.88,226242984,a995ceee-5686-4c08-9c0c-9f18a17d291e,3
2019-10-13T08:19:12.000Z,view,7202310,2.05301E+18,null,null,0,228761834,98b02a28-abd2-4b0e-9aac-7a8d0bda63c6,1
2019-10-13T08:19:43.000Z,view,7202310,2.05301E+18,null,null,0,228761834,98ce49b3-3256-4930-af98-dece0a9076f3,2
2019-10-06T07:04:50.000Z,view,1004565,2.05301E+18,electronics.smartphone,huawei,169.84,231943435,428ebb99-3568-4e13-9ede-d89021bae410,1
2019-10-24T14:26:40.000Z,view,1005115,2.05301E+18,electronics.smartphone,apple,992.05,236306098,1787c062-5ce4-4a22-a219-304ae168dc91,1
2019-10-24T14:27:19.000Z,view,1005115,2.05301E+18,electronics.smartphone,apple,992.05,236306098,1787c062-5ce4-4a22-a219-304ae168dc91,2
2019-10-24T14:27:30.000Z,view,1005105,2.05301E+18,electronics.smartphone,apple,1397.09,236306098,1787c062-5ce4-4a22-a219-304ae168dc91,3
2019-10-07T07:13:38.000Z,view,5100816,2.05301E+18,null,xiaomi,28.8,237271696,ed8bc405-536e-409b-850c-219d4deaf30d,1
2019-10-07T07:14:42.000Z,view,5100816,2.05301E+18,null,xiaomi,28.8,237271696,ed8bc405-536e-409b-850c-219d4deaf30d,2
2019-10-07T07:14:56.000Z,view,5100818,2.05301E+18,null,samsung,51.04,237271696,ed8bc405-536e-409b-850c-219d4deaf30d,3
2019-10-07T07:15:21.000Z,view,5100818,2.05301E+18,null,samsung,51.04,237271696,ed8bc405-536e-409b-850c-219d4deaf30d,4
2019-10-19T14:56:47.000Z,view,7600052,2.05301E+18,null,tp-link,16.71,238511808,b3fb4d56-cbea-4615-9498-702b75180895,1
2019-10-05T18:20:26.000Z,view,11300053,2.05301E+18,electronics.telephone,texet,17.45,239475080,9ede5a85-c3f8-4948-bfd0-d5f1d0420c60,1
2019-10-25T15:47:46.000Z,view,3100198,2.05301E+18,appliances.kitchen.blender,nutribullet,61.78,239475080,72e70920-4577-4e8e-909e-e053e2b8ae9f,2
2019-10-25T15:48:17.000Z,view,3100198,2.05301E+18,appliances.kitchen.blender,nutribullet,61.78,239475080,72e70920-4577-4e8e-909e-e053e2b8ae9f,3
2019-10-11T16:03:39.000Z,view,19400005,2.05301E+18,null,electrolux,1533.5,239846716,39856ef4-0bbb-4d55-8866-d96a59f17902,1
2019-10-15T09:48:55.000Z,view,25200410,2.05301E+18,null,null,20.57,239846716,7ceafc25-bea6-4b16-b688-ed4f580ff16a,2
2019-10-15T09:49:12.000Z,view,25200410,2.05301E+18,null,null,20.57,239846716,7ceafc25-bea6-4b16-b688-ed4f580ff16a,3
2019-10-15T09:49:38.000Z,view,25200433,2.05301E+18,null,null,16.24,239846716,7ceafc25-bea6-4b16-b688-ed4f580ff16a,4
2019-10-15T09:50:38.000Z,view,25200040,2.05301E+18,null,null,15.21,239846716,7ceafc25-bea6-4b16-b688-ed4f580ff16a,5
2019-10-15T09:51:14.000Z,view,25200430,2.05301E+18,null,null,16.74,239846716,7ceafc25-bea6-4b16-b688-ed4f580ff16a,6
2019-10-09T06:33:01.000Z,view,1004956,2.05301E+18,electronics.smartphone,xiaomi,375.79,239876607,cc30efbe-1b47-4b9e-bfa1-a6dff3057f7c,1
2019-10-09T06:34:49.000Z,view,1004956,2.05301E+18,electronics.smartphone,xiaomi,375.79,239876607,cc30efbe-1b47-4b9e-bfa1-a6dff3057f7c,2
2019-10-09T06:35:12.000Z,view,1005102,2.05301E+18,electronics.smartphone,xiaomi,424.72,239876607,cc30efbe-1b47-4b9e-bfa1-a6dff3057f7c,3
2019-10-09T06:36:13.000Z,view,1004886,2.05301E+18,electronics.smartphone,oppo,153.88,239876607,cc30efbe-1b47-4b9e-bfa1-a6dff3057f7c,4
2019-10-09T06:36:46.000Z,view,1004956,2.05301E+18,electronics.smartphone,xiaomi,375.79,239876607,cc30efbe-1b47-4b9e-bfa1-a6dff3057f7c,5
2019-10-09T06:37:19.000Z,view,1005102,2.05301E+18,electronics.smartphone,xiaomi,424.72,239876607,cc30efbe-1b47-4b9e-bfa1-a6dff3057f7c,6
2019-10-09T06:57:57.000Z,view,1005033,2.05301E+18,electronics.smartphone,xiaomi,437.33,239876607,1a0ac970-fe51-4905-8b9d-f46e94f0e7ff,7
2019-10-09T06:58:41.000Z,view,1005152,2.05301E+18,electronics.smartphone,xiaomi,411.59,239876607,1a0ac970-fe51-4905-8b9d-f46e94f0e7ff,8
2019-10-09T09:45:49.000Z,view,1004957,2.05301E+18,electronics.smartphone,xiaomi,346.7,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,9
2019-10-09T09:46:02.000Z,view,1004777,2.05301E+18,electronics.smartphone,xiaomi,135.01,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,10
2019-10-09T09:46:17.000Z,view,1004777,2.05301E+18,electronics.smartphone,xiaomi,135.01,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,11
2019-10-09T09:46:47.000Z,view,1004956,2.05301E+18,electronics.smartphone,xiaomi,375.79,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,12
2019-10-09T09:46:58.000Z,view,1005102,2.05301E+18,electronics.smartphone,xiaomi,424.72,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,13
2019-10-09T09:47:07.000Z,view,1004958,2.05301E+18,electronics.smartphone,xiaomi,359.91,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,14
2019-10-09T09:48:41.000Z,view,1004856,2.05301E+18,electronics.smartphone,samsung,131.02,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,15
2019-10-09T09:48:57.000Z,view,1004750,2.05301E+18,electronics.smartphone,samsung,197.42,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,16
2019-10-09T09:49:20.000Z,view,1005014,2.05301E+18,electronics.smartphone,samsung,602.07,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,17
2019-10-09T09:49:47.000Z,view,1005099,2.05301E+18,electronics.smartphone,samsung,151.36,239876607,d116449e-f2d0-4634-9da1-4eb36d39788b,18
2019-10-13T20:08:40.000Z,view,7005168,2.05301E+18,kids.carriage,anex,687.28,240236728,5ee3cb59-0577-4e85-8148-4183ea273f23,1
2019-10-05T09:07:30.000Z,view,18500054,2.05301E+18,electronics.tablet,xp-pen,154.18,240522111,cc654a5b-e561-4e6b-83aa-9b450a4f633c,1
2019-10-05T12:34:23.000Z,view,18500054,2.05301E+18,electronics.tablet,xp-pen,154.18,240522111,b74568ee-fd16-4538-943c-0f2718b87fba,2
2019-10-16T03:52:46.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.2,240522111,36903e4d-c810-4864-b936-8c72a180ffa9,3
2019-10-16T03:53:29.000Z,view,4804055,2.05301E+18,electronics.audio.headphone,apple,190.45,240522111,36903e4d-c810-4864-b936-8c72a180ffa9,4
2019-10-16T03:54:16.000Z,view,4802036,2.05301E+18,electronics.audio.headphone,apple,174.99,240522111,36903e4d-c810-4864-b936-8c72a180ffa9,5
2019-10-16T03:55:10.000Z,view,4803976,2.05301E+18,electronics.audio.headphone,samsung,115.81,240522111,36903e4d-c810-4864-b936-8c72a180ffa9,6
2019-10-16T04:02:45.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.19,240522111,db86d6e8-5fe0-4447-bf84-68bd97c494d6,7
2019-10-16T04:03:22.000Z,view,4804055,2.05301E+18,electronics.audio.headphone,apple,190.44,240522111,db86d6e8-5fe0-4447-bf84-68bd97c494d6,8
2019-10-16T04:04:03.000Z,view,4802036,2.05301E+18,electronics.audio.headphone,apple,174.99,240522111,60eb0b71-9005-4420-85b8-712386b99d4e,9
2019-10-16T04:37:40.000Z,view,4804055,2.05301E+18,electronics.audio.headphone,apple,190.44,240522111,79cbe28b-7fa4-4e5d-80c4-ca7aa5adf1bc,10
2019-10-16T05:27:18.000Z,view,4802036,2.05301E+18,electronics.audio.headphone,apple,174.99,240522111,a64ddc5d-e042-416c-a867-7564c24fcab7,11
2019-10-17T04:54:35.000Z,view,4802036,2.05301E+18,electronics.audio.headphone,apple,174.99,240522111,906bd4aa-6371-4ae2-8ecb-978012e86268,12
2019-10-17T05:08:52.000Z,view,4802036,2.05301E+18,electronics.audio.headphone,apple,174.99,240522111,f7cda7d3-3181-4b62-ad1e-287df37f7b5c,13
2019-10-17T05:09:51.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,f7cda7d3-3181-4b62-ad1e-287df37f7b5c,14
2019-10-17T05:29:44.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,b92208ec-d1ec-4ab1-a056-c4f15ada4fc7,15
2019-10-17T05:31:56.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,b92208ec-d1ec-4ab1-a056-c4f15ada4fc7,16
2019-10-17T05:35:20.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,b92208ec-d1ec-4ab1-a056-c4f15ada4fc7,17
2019-10-17T05:44:46.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,e11c1288-8be8-4dcb-ac97-78d7bc1b5305,18
2019-10-17T05:46:33.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,e11c1288-8be8-4dcb-ac97-78d7bc1b5305,19
2019-10-17T05:49:33.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,e11c1288-8be8-4dcb-ac97-78d7bc1b5305,20
2019-10-17T05:50:03.000Z,view,4804055,2.05301E+18,electronics.audio.headphone,apple,190.44,240522111,e11c1288-8be8-4dcb-ac97-78d7bc1b5305,21
2019-10-17T05:50:37.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.61,240522111,e11c1288-8be8-4dcb-ac97-78d7bc1b5305,22
2019-10-17T16:20:47.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.62,240522111,bc9ccf60-a785-427a-8a39-c8d321608f17,23
2019-10-21T16:23:07.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.36,240522111,0a3c4be5-f76d-47d9-8bd2-556ba2505291,24
2019-10-21T16:24:07.000Z,view,4804055,2.05301E+18,electronics.audio.headphone,apple,190.22,240522111,0a3c4be5-f76d-47d9-8bd2-556ba2505291,25
2019-10-21T16:24:50.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.36,240522111,0a3c4be5-f76d-47d9-8bd2-556ba2505291,26
2019-10-21T16:30:11.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.36,240522111,72cde98c-b66d-4fb4-912c-726cdd7f514e,27
2019-10-23T04:06:16.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.09,240522111,aec6beaf-4e6f-452d-b279-1ffbd7f3f939,28
2019-10-23T05:33:15.000Z,view,4804056,2.05301E+18,electronics.audio.headphone,apple,159.98,240522111,585b3554-5e81-4787-9903-e7a0ce22b408,29
2019-10-23T23:12:56.000Z,view,5100566,2.05301E+18,electronics.clocks,apple,453.29,240522111,056976a0-74ef-4a90-b139-ef904245d346,30
2019-10-23T23:18:22.000Z,view,5100854,2.05301E+18,electronics.clocks,apple,575.05,240522111,ff950329-eb09-4287-8fce-9b3bad95b450,31
2019-10-23T23:20:24.000Z,view,5100567,2.05301E+18,electronics.clocks,apple,457.67,240522111,ff950329-eb09-4287-8fce-9b3bad95b450,32
2019-10-23T23:21:17.000Z,view,5100565,2.05301E+18,electronics.clocks,apple,455.54,240522111,ff950329-eb09-4287-8fce-9b3bad95b450,33
2019-10-23T23:22:17.000Z,view,5100565,2.05301E+18,electronics.clocks,apple,455.54,240522111,ff950329-eb09-4287-8fce-9b3bad95b450,34
2019-10-02T11:28:14.000Z,view,1004857,2.05301E+18,electronics.smartphone,samsung,130.25,241587569,8a09b6c6-07e6-4f80-ae22-a6b400fc7894,1
2019-10-04T08:00:07.000Z,view,1002544,2.05301E+18,electronics.smartphone,apple,462.38,241784978,db17076d-5be1-4f1e-acd1-a2baf23eb3fd,1
2019-10-15T12:54:32.000Z,view,12703470,2.05301E+18,null,michelin,71.43,241784978,298a88fa-e30a-4447-8672-647ba56e166e,2
2019-10-22T16:31:23.000Z,view,28100172,2.05301E+18,null,null,105.02,244063047,679b5e0a-bb47-4de0-a9ee-4ea0ead6c60a,1
2019-10-22T16:32:45.000Z,view,28100910,2.05301E+18,null,null,164.23,244063047,679b5e0a-bb47-4de0-a9ee-4ea0ead6c60a,2
2019-10-22T16:34:00.000Z,view,28100910,2.05301E+18,null,null,164.23,244063047,679b5e0a-bb47-4de0-a9ee-4ea0ead6c60a,3
2019-10-08T14:29:09.000Z,view,6200883,2.05301E+18,appliances.environment.air_heater,elenberg,46.31,244673419,e2f0524c-bfc4-4c69-b93a-56f983027af3,1
2019-10-01T08:47:35.000Z,view,1003535,2.05301E+18,electronics.smartphone,samsung,460.5,244951053,91769fdf-461b-4e43-9c73-88a07481b75c,1
2019-10-01T08:48:28.000Z,view,1003535,2.05301E+18,electronics.smartphone,samsung,460.5,244951053,91769fdf-461b-4e43-9c73-88a07481b75c,2
2019-10-03T03:06:18.000Z,view,1005105,2.05301E+18,electronics.smartphone,apple,1415.48,244951053,ac5e27ca-6408-47ab-9837-19893a0334c2,3
2019-10-03T03:07:42.000Z,view,1004659,2.05301E+18,electronics.smartphone,samsung,731.04,244951053,ac5e27ca-6408-47ab-9837-19893a0334c2,4
2019-10-03T03:08:27.000Z,view,1004659,2.05301E+18,electronics.smartphone,samsung,731.04,244951053,ac5e27ca-6408-47ab-9837-19893a0334c2,5
2019-10-09T17:30:40.000Z,view,1005100,2.05301E+18,electronics.smartphone,samsung,150.78,244951053,e2dc0865-daf0-4f64-9db8-ef512db52f54,6
2019-10-09T17:31:34.000Z,view,1005100,2.05301E+18,electronics.smartphone,samsung,150.78,244951053,e2dc0865-daf0-4f64-9db8-ef512db52f54,7
2019-10-09T17:32:03.000Z,view,1003535,2.05301E+18,electronics.smartphone,samsung,460.5,244951053,e2dc0865-daf0-4f64-9db8-ef512db52f54,8
2019-10-20T02:42:40.000Z,view,1003548,2.05301E+18,electronics.smartphone,samsung,282.84,244951053,b0d1cccb-fa8a-4714-bafc-46fa46159534,9
2019-10-20T02:43:17.000Z,view,1003548,2.05301E+18,electronics.smartphone,samsung,282.84,244951053,b0d1cccb-fa8a-4714-bafc-46fa46159534,10
2019-10-20T02:43:25.000Z,view,5701166,2.05301E+18,auto.accessories.player,null,136.43,244951053,73e20189-583c-4401-aa37-8937c9149c1b,11
2019-10-20T02:44:21.000Z,view,5700793,2.05301E+18,auto.accessories.player,kenwood,182.75,244951053,9b892f0d-90e6-4f2c-ba54-ae6f030619a7,12
2019-10-20T02:45:10.000Z,view,5700793,2.05301E+18,auto.accessories.player,kenwood,182.75,244951053,9b892f0d-90e6-4f2c-ba54-ae6f030619a7,13
2019-10-20T02:45:18.000Z,view,5700518,2.05301E+18,auto.accessories.player,null,123.56,244951053,f3d751e7-fb8c-4dc4-90b5-70f75b8e04e9,14
2019-10-20T02:45:35.000Z,view,5700518,2.05301E+18,auto.accessories.player,null,123.56,244951053,f3d751e7-fb8c-4dc4-90b5-70f75b8e04e9,15
2019-10-31T13:01:25.000Z,view,4300291,2.05301E+18,null,polaris,26.26,245978545,1f128b3a-dc1e-40d2-8d6b-c613c090f210,1
2019-10-31T18:43:40.000Z,view,17500038,2.05301E+18,null,missha,22.91,245978545,107d8899-25b1-45a2-b93f-88ab58b4c4c6,2
2019-10-31T18:43:45.000Z,view,17500038,2.05301E+18,null,missha,22.91,245978545,107d8899-25b1-45a2-b93f-88ab58b4c4c6,3
2019-10-31T18:43:51.000Z,view,17500038,2.05301E+18,null,missha,22.91,245978545,107d8899-25b1-45a2-b93f-88ab58b4c4c6,4
2019-10-25T19:00:18.000Z,view,4802036,2.05301E+18,electronics.audio.headphone,apple,180.13,247412798,e25d174e-deec-44ed-bcca-50bd0db4e198,1
2019-10-12T08:22:03.000Z,view,22700068,2.05301E+18,null,force,86.99,248238995,6452eeea-93c5-47a7-949d-ba71b6ad3271,1
2019-10-12T11:23:03.000Z,view,1004251,2.05301E+18,electronics.smartphone,apple,1031.58,249183593,9af936d9-d7ca-4ce3-aa18-4d45edf5dd46,1
2019-10-28T02:25:24.000Z,view,26000158,2.05301E+18,null,null,8.49,249695626,3fb5d541-f412-4c86-a3a9-c37174ce6e3a,1
2019-10-17T07:22:04.000Z,view,12706044,2.05301E+18,null,toyo,87.52,249991351,da12052a-0b6a-4d1b-bdc1-7aba40feb766,1
2019-10-17T07:22:40.000Z,view,12706044,2.05301E+18,null,toyo,87.52,249991351,da12052a-0b6a-4d1b-bdc1-7aba40feb766,2
2019-10-17T09:36:03.000Z,view,12718279,2.05301E+18,null,yokohama,74.39,249991351,e670cfd2-c762-40b3-b31b-e1005d6c247e,3
2019-10-17T12:33:49.000Z,view,12718279,2.05301E+18,null,yokohama,74.39,249991351,3b07efa4-7512-47ab-8e5f-e9bb2e103069,4
2019-10-17T13:15:16.000Z,view,12708393,2.05301E+18,null,goodyear,77.22,249991351,bc3baf57-1bed-412c-a616-8e4163747e59,5
2019-10-17T13:15:34.000Z,view,12708393,2.05301E+18,null,goodyear,77.22,249991351,bc3baf57-1bed-412c-a616-8e4163747e59,6
2019-10-19T23:47:27.000Z,view,12718279,2.05301E+18,null,yokohama,74.39,249991351,ef3a7795-3333-486f-9c26-4340b604ad2a,7
2019-10-19T23:50:21.000Z,view,12706044,2.05301E+18,null,toyo,87.52,249991351,ef3a7795-3333-486f-9c26-4340b604ad2a,8
2019-10-19T23:51:33.000Z,view,12706044,2.05301E+18,null,toyo,87.52,249991351,ef3a7795-3333-486f-9c26-4340b604ad2a,9
2019-10-04T08:22:44.000Z,view,25400208,2.05301E+18,null,null,123.56,250304049,3bf34b2b-c409-428a-8ee3-e9a7018d082e,1
2019-10-23T06:38:35.000Z,view,24300060,2.05301E+18,null,null,11.17,251869926,e3dca07a-d633-41e2-9ea6-941f0ae24a9e,1
2019-10-23T06:40:14.000Z,view,24300060,2.05301E+18,null,null,11.17,251869926,e3dca07a-d633-41e2-9ea6-941f0ae24a9e,2
